job_title,company,location,industry,experience_level,salary_usd,remote,required_skills,description,posted_date
AI Engineer,TechNova,"New York, USA",Healthcare,Entry,164371,Yes,"langchain, transformers, machine learning, aws, deep learning, spark","We are looking for a AI Engineer with experience in langchain, transformers, machine learning, aws, deep learning, spark. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-15 17:45:48.097285
NLP Engineer,TechNova,Remote,Cybersecurity,Mid,119376,Yes,"langchain, nlp, kubernetes, pandas, spark, machine learning","We are looking for a NLP Engineer with experience in langchain, nlp, kubernetes, pandas, spark, machine learning. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-21 17:45:48.097301
MLOps Engineer,AIWorks,"Seattle, USA",Cybersecurity,Mid,143118,Yes,"nlp, pandas, deep learning, airflow, python","We are looking for a MLOps Engineer with experience in nlp, pandas, deep learning, airflow, python. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-25 17:45:48.097317
Deep Learning Engineer,CloudSphere,"San Francisco, USA",Retail,Entry,194603,Yes,"azure, aws, docker, machine learning, deep learning","We are looking for a Deep Learning Engineer with experience in azure, aws, docker, machine learning, deep learning. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-26 17:45:48.097333
AI Research Engineer,CloudSphere,"Boston, USA",Retail,Senior,141233,No,"python, tensorflow, vector databases, transformers","We are looking for a AI Research Engineer with experience in python, tensorflow, vector databases, transformers. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-17 17:45:48.097349
AI Platform Engineer,CloudSphere,"London, UK",Healthcare,Mid,130288,No,"scikit-learn, vector databases, spark, transformers","We are looking for a AI Platform Engineer with experience in scikit-learn, vector databases, spark, transformers. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-25 17:45:48.097364
Computer Vision Engineer,NextGen Analytics,Remote,Retail,Entry,141450,Yes,"langchain, tensorflow, pytorch, machine learning","We are looking for a Computer Vision Engineer with experience in langchain, tensorflow, pytorch, machine learning. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-08 17:45:48.097379
Cloud AI Engineer,TechNova,"New York, USA",Cybersecurity,Entry,99806,Yes,"scikit-learn, computer vision, transformers, mlops, kubernetes, vector databases, docker","We are looking for a Cloud AI Engineer with experience in scikit-learn, computer vision, transformers, mlops, kubernetes, vector databases, docker. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-01 17:45:48.097395
Applied AI Scientist,DataForge,"Bangalore, India",Healthcare,Senior,176539,Yes,"kubernetes, sql, scikit-learn, spark, tensorflow, vector databases","We are looking for a Applied AI Scientist with experience in kubernetes, sql, scikit-learn, spark, tensorflow, vector databases. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-18 17:45:48.097411
MLOps Engineer,QuantumLeap Tech,"Boston, USA",Retail,Entry,133614,No,"aws, langchain, scikit-learn, kubernetes, vector databases","We are looking for a MLOps Engineer with experience in aws, langchain, scikit-learn, kubernetes, vector databases. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-18 17:45:48.097427
Machine Learning Engineer,TechNova,"London, UK",Retail,Mid,118968,No,"docker, mlops, tensorflow, azure","We are looking for a Machine Learning Engineer with experience in docker, mlops, tensorflow, azure. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-27 17:45:48.097442
Machine Learning Engineer,AIWorks,"Boston, USA",Finance,Mid,188702,Yes,"langchain, pandas, spark, sql, airflow","We are looking for a Machine Learning Engineer with experience in langchain, pandas, spark, sql, airflow. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-02 17:45:48.097458
MLOps Engineer,TechNova,Remote,Cloud Services,Entry,126777,No,"pytorch, gcp, langchain, scikit-learn, azure, nlp","We are looking for a MLOps Engineer with experience in pytorch, gcp, langchain, scikit-learn, azure, nlp. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-30 17:45:48.097480
MLOps Engineer,VisionAI Labs,"London, UK",Cloud Services,Mid,121995,No,"tensorflow, mlops, deep learning, pandas, python, azure","We are looking for a MLOps Engineer with experience in tensorflow, mlops, deep learning, pandas, python, azure. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-19 17:45:48.097497
AI Platform Engineer,VisionAI Labs,"New York, USA",Healthcare,Mid,175700,No,"kubernetes, aws, scikit-learn, gcp","We are looking for a AI Platform Engineer with experience in kubernetes, aws, scikit-learn, gcp. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-14 17:45:48.097512
AI Research Engineer,DataForge,"Berlin, Germany",Technology,Senior,104690,No,"langchain, vector databases, docker, tensorflow, gcp","We are looking for a AI Research Engineer with experience in langchain, vector databases, docker, tensorflow, gcp. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-18 17:45:48.097528
Computer Vision Engineer,CloudSphere,"London, UK",Cybersecurity,Entry,96083,No,"docker, tensorflow, vector databases, mlops, airflow, nlp, deep learning","We are looking for a Computer Vision Engineer with experience in docker, tensorflow, vector databases, mlops, airflow, nlp, deep learning. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-20 17:45:48.097547
Cloud AI Engineer,AIWorks,"New York, USA",Cloud Services,Entry,190869,No,"gcp, kubernetes, transformers, azure, computer vision, python","We are looking for a Cloud AI Engineer with experience in gcp, kubernetes, transformers, azure, computer vision, python. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-15 17:45:48.097564
AI Research Engineer,QuantumLeap Tech,"Boston, USA",Technology,Mid,134279,Yes,"langchain, sql, gcp, deep learning, scikit-learn, tensorflow, machine learning","We are looking for a AI Research Engineer with experience in langchain, sql, gcp, deep learning, scikit-learn, tensorflow, machine learning. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-11 17:45:48.097589
AI Engineer,SkyNetics,"Bangalore, India",Technology,Senior,146754,No,"pandas, deep learning, docker, langchain","We are looking for a AI Engineer with experience in pandas, deep learning, docker, langchain. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-01 17:45:48.097604
AI Research Engineer,DataForge,"Bangalore, India",Technology,Entry,136205,Yes,"tensorflow, sql, aws, computer vision, machine learning, airflow","We are looking for a AI Research Engineer with experience in tensorflow, sql, aws, computer vision, machine learning, airflow. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-15 17:45:48.097620
Cloud AI Engineer,BlueCore Systems,"Bangalore, India",Retail,Entry,109036,No,"docker, computer vision, vector databases, langchain, mlops","We are looking for a Cloud AI Engineer with experience in docker, computer vision, vector databases, langchain, mlops. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-21 17:45:48.097635
Deep Learning Engineer,AIWorks,"Boston, USA",Retail,Mid,197743,No,"python, vector databases, langchain, kubernetes, scikit-learn, pandas, spark","We are looking for a Deep Learning Engineer with experience in python, vector databases, langchain, kubernetes, scikit-learn, pandas, spark. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-05 17:45:48.097652
MLOps Engineer,NextGen Analytics,"Boston, USA",Cloud Services,Entry,168601,Yes,"vector databases, transformers, docker, scikit-learn, deep learning, airflow","We are looking for a MLOps Engineer with experience in vector databases, transformers, docker, scikit-learn, deep learning, airflow. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-02 17:45:48.097669
MLOps Engineer,TechNova,"Seattle, USA",Cybersecurity,Entry,153182,Yes,"tensorflow, kubernetes, vector databases, deep learning, gcp","We are looking for a MLOps Engineer with experience in tensorflow, kubernetes, vector databases, deep learning, gcp. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-13 17:45:48.097684
MLOps Engineer,QuantumLeap Tech,"New York, USA",Healthcare,Mid,159400,Yes,"scikit-learn, machine learning, sql, gcp, airflow, computer vision, pandas","We are looking for a MLOps Engineer with experience in scikit-learn, machine learning, sql, gcp, airflow, computer vision, pandas. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-06 17:45:48.097701
LLM Engineer,NextGen Analytics,"Berlin, Germany",Cloud Services,Entry,204882,Yes,"vector databases, azure, sql, deep learning","We are looking for a LLM Engineer with experience in vector databases, azure, sql, deep learning. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-27 17:45:48.097716
AI Research Engineer,QuantumLeap Tech,"Austin, USA",Finance,Senior,93366,No,"azure, tensorflow, aws, airflow","We are looking for a AI Research Engineer with experience in azure, tensorflow, aws, airflow. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-01 17:45:48.097736
AI Engineer,NeuralStack,Remote,Cybersecurity,Entry,119561,No,"langchain, deep learning, transformers, kubernetes, sql, python, docker","We are looking for a AI Engineer with experience in langchain, deep learning, transformers, kubernetes, sql, python, docker. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-15 17:45:48.097755
MLOps Engineer,DataForge,"San Francisco, USA",Technology,Entry,138395,No,"python, docker, airflow, langchain, mlops","We are looking for a MLOps Engineer with experience in python, docker, airflow, langchain, mlops. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-21 17:45:48.097770
NLP Engineer,AIWorks,"Austin, USA",Healthcare,Senior,169259,Yes,"azure, pytorch, gcp, aws","We are looking for a NLP Engineer with experience in azure, pytorch, gcp, aws. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-22 17:45:48.097788
Data Scientist,BlueCore Systems,"Seattle, USA",Finance,Senior,152069,Yes,"sql, aws, azure, pytorch, computer vision, transformers","We are looking for a Data Scientist with experience in sql, aws, azure, pytorch, computer vision, transformers. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-25 17:45:48.097806
